indikator;tabellinnehåll;månad;Värde
Hushållens konsumtion;Konjunkturläge;2021M08;0.74
Hushållens konsumtion;Konjunkturläge;2021M09;0.89
Hushållens konsumtion;Konjunkturläge;2021M10;1.08
Hushållens konsumtion;Konjunkturläge;2021M11;1.32
Hushållens konsumtion;Konjunkturläge;2021M12;1.56
Hushållens konsumtion;Konjunkturläge;2022M01;1.8
Hushållens konsumtion;Konjunkturläge;2022M02;1.97
Hushållens konsumtion;Konjunkturläge;2022M03;2.01
Hushållens konsumtion;Konjunkturläge;2022M04;1.97
Hushållens konsumtion;Konjunkturläge;2022M05;1.82
Hushållens konsumtion;Konjunkturläge;2022M06;1.57
Hushållens konsumtion;Konjunkturläge;2022M07;1.29
Hushållens konsumtion;Konjunkturläge;2022M08;0.99
Hushållens konsumtion;Konjunkturläge;2022M09;0.68
Hushållens konsumtion;Konjunkturläge;2022M10;0.35
Hushållens konsumtion;Konjunkturläge;2022M11;-0.04
Hushållens konsumtion;Konjunkturläge;2022M12;-0.48
Hushållens konsumtion;Konjunkturläge;2023M01;-0.94
Hushållens konsumtion;Konjunkturläge;2023M02;-1.31
Hushållens konsumtion;Konjunkturläge;2023M03;-1.55
Hushållens konsumtion;Konjunkturläge;2023M04;-1.68
Hushållens konsumtion;Konjunkturläge;2023M05;-1.75
Hushållens konsumtion;Konjunkturläge;2023M06;-1.8
Hushållens konsumtion;Konjunkturläge;2023M07;-1.84
Hushållens konsumtion;Konjunkturläge;2023M08;-1.87
Hushållens konsumtion;Konjunkturläge;2023M09;-1.86
Hushållens konsumtion;Konjunkturläge;2023M10;-1.86
Hushållens konsumtion;Konjunkturläge;2023M11;-1.86
Hushållens konsumtion;Konjunkturläge;2023M12;-1.87
Hushållens konsumtion;Konjunkturläge;2024M01;-1.9
Hushållens konsumtion;Konjunkturläge;2024M02;-1.96
Hushållens konsumtion;Konjunkturläge;2024M03;-1.98
Hushållens konsumtion;Konjunkturläge;2024M04;-1.92
Hushållens konsumtion;Konjunkturläge;2024M05;-1.81
Hushållens konsumtion;Konjunkturläge;2024M06;-1.7
Hushållens konsumtion;Konjunkturläge;2024M07;-1.64
Hushållens konsumtion;Konjunkturläge;2024M08;-1.64
Hushållens konsumtion;Konjunkturläge;2024M09;-1.62
Hushållens konsumtion;Konjunkturläge;2024M10;-1.56
Hushållens konsumtion;Konjunkturläge;2024M11;-1.42
Hushållens konsumtion;Konjunkturläge;2024M12;-1.2
Hushållens konsumtion;Konjunkturläge;2025M01;-0.98
Hushållens konsumtion;Konjunkturläge;2025M02;-0.81
Hushållens konsumtion;Konjunkturläge;2025M03;-0.74
Hushållens konsumtion;Konjunkturläge;2025M04;-0.75
Hushållens konsumtion;Konjunkturläge;2025M05;-0.74
Hushållens konsumtion;Konjunkturläge;2025M06;-0.65
Hushållens konsumtion;Konjunkturläge;2025M07;-0.48
Hushållens konsumtion;Konjunkturläge;2025M08;-0.23
Hushållens konsumtion;Konjunkturläge;2025M09;0.01
Hushållens konsumtion;Konjunkturläge;2025M10;0.21
Hushållens konsumtion;Konjunkturläge;2025M11;0.36
Hushållens konsumtion;Konjunkturläge;2025M12;0.45
Hushållens konsumtion;Konjunkturläge;2026M01;0.55
Hushållens konsumtion;Konjunkturläge;2026M02;0.69
Hushållens konsumtion;Konjunkturläge;2026M03;0.86
Hushållens konsumtion;Konjunkturläge;2026M04;1.03
Hushållens konsumtion;Konjunkturläge;2026M05;1.21
Hushållens konsumtion;Konjunkturläge;2026M06;1.38
Hushållens konsumtion;Konjunkturläge;2026M07;
Hushållens konsumtion;Konjunkturläge;2026M08;
Hushållens konsumtion;Förändring från föregående period;2000M01;
Hushållens konsumtion;Förändring från föregående period;2000M02;0.15
Hushållens konsumtion;Förändring från föregående period;2000M03;0.14
Hushållens konsumtion;Förändring från föregående period;2000M04;0.13
Hushållens konsumtion;Förändring från föregående period;2000M05;0.08
Hushållens konsumtion;Förändring från föregående period;2000M06;0.01
Hushållens konsumtion;Förändring från föregående period;2000M07;-0.05
Hushållens konsumtion;Förändring från föregående period;2000M08;-0.08
Hushållens konsumtion;Förändring från föregående period;2000M09;-0.07
Hushållens konsumtion;Förändring från föregående period;2000M10;-0.04
Hushållens konsumtion;Förändring från föregående period;2000M11;-0.02
Hushållens konsumtion;Förändring från föregående period;2000M12;0
Hushållens konsumtion;Förändring från föregående period;2001M01;0
Hushållens konsumtion;Förändring från föregående period;2001M02;-0.01
Hushållens konsumtion;Förändring från föregående period;2001M03;-0.02
Hushållens konsumtion;Förändring från föregående period;2001M04;-0.03
Hushållens konsumtion;Förändring från föregående period;2001M05;-0.09
Hushållens konsumtion;Förändring från föregående period;2001M06;-0.12
Hushållens konsumtion;Förändring från föregående period;2001M07;-0.12
Hushållens konsumtion;Förändring från föregående period;2001M08;-0.08
Hushållens konsumtion;Förändring från föregående period;2001M09;-0.05
Hushållens konsumtion;Förändring från föregående period;2001M10;-0.02
Hushållens konsumtion;Förändring från föregående period;2001M11;0
Hushållens konsumtion;Förändring från föregående period;2001M12;0
Hushållens konsumtion;Förändring från föregående period;2002M01;-0.03
Hushållens konsumtion;Förändring från föregående period;2002M02;-0.06
Hushållens konsumtion;Förändring från föregående period;2002M03;-0.09
Hushållens konsumtion;Förändring från föregående period;2002M04;-0.1
Hushållens konsumtion;Förändring från föregående period;2002M05;-0.04
Hushållens konsumtion;Förändring från föregående period;2002M06;0.04
Hushållens konsumtion;Förändring från föregående period;2002M07;0.08
Hushållens konsumtion;Förändring från föregående period;2002M08;0.1
Hushållens konsumtion;Förändring från föregående period;2002M09;0.13
Hushållens konsumtion;Förändring från föregående period;2002M10;0.11
Hushållens konsumtion;Förändring från föregående period;2002M11;0.03
Hushållens konsumtion;Förändring från föregående period;2002M12;-0.03
Hushållens konsumtion;Förändring från föregående period;2003M01;-0.07
Hushållens konsumtion;Förändring från föregående period;2003M02;-0.1
Hushållens konsumtion;Förändring från föregående period;2003M03;-0.1
Hushållens konsumtion;Förändring från föregående period;2003M04;-0.08
Hushållens konsumtion;Förändring från föregående period;2003M05;-0.06
Hushållens konsumtion;Förändring från föregående period;2003M06;-0.05
Hushållens konsumtion;Förändring från föregående period;2003M07;-0.05
Hushållens konsumtion;Förändring från föregående period;2003M08;-0.08
Hushållens konsumtion;Förändring från föregående period;2003M09;-0.13
Hushållens konsumtion;Förändring från föregående period;2003M10;-0.13
Hushållens konsumtion;Förändring från föregående period;2003M11;-0.07
Hushållens konsumtion;Förändring från föregående period;2003M12;-0.03
Hushållens konsumtion;Förändring från föregående period;2004M01;0.01
Hushållens konsumtion;Förändring från föregående period;2004M02;0.05
Hushållens konsumtion;Förändring från föregående period;2004M03;0.04
Hushållens konsumtion;Förändring från föregående period;2004M04;0.01
Hushållens konsumtion;Förändring från föregående period;2004M05;-0.01
Hushållens konsumtion;Förändring från föregående period;2004M06;-0.03
Hushållens konsumtion;Förändring från föregående period;2004M07;-0.04
Hushållens konsumtion;Förändring från föregående period;2004M08;-0.04
Hushållens konsumtion;Förändring från föregående period;2004M09;-0.02
Hushållens konsumtion;Förändring från föregående period;2004M10;0.01
Hushållens konsumtion;Förändring från föregående period;2004M11;0.07
Hushållens konsumtion;Förändring från föregående period;2004M12;0.12
Hushållens konsumtion;Förändring från föregående period;2005M01;0.16
Hushållens konsumtion;Förändring från föregående period;2005M02;0.16
Hushållens konsumtion;Förändring från föregående period;2005M03;0.14
Hushållens konsumtion;Förändring från föregående period;2005M04;0.1
Hushållens konsumtion;Förändring från föregående period;2005M05;0.05
Hushållens konsumtion;Förändring från föregående period;2005M06;0
Hushållens konsumtion;Förändring från föregående period;2005M07;0
Hushållens konsumtion;Förändring från föregående period;2005M08;0.07
Hushållens konsumtion;Förändring från föregående period;2005M09;0.14
Hushållens konsumtion;Förändring från föregående period;2005M10;0.19
Hushållens konsumtion;Förändring från föregående period;2005M11;0.19
Hushållens konsumtion;Förändring från föregående period;2005M12;0.14
Hushållens konsumtion;Förändring från föregående period;2006M01;0.1
Hushållens konsumtion;Förändring från föregående period;2006M02;0.04
Hushållens konsumtion;Förändring från föregående period;2006M03;0
Hushållens konsumtion;Förändring från föregående period;2006M04;0.01
Hushållens konsumtion;Förändring från föregående period;2006M05;0.03
Hushållens konsumtion;Förändring från föregående period;2006M06;0.06
Hushållens konsumtion;Förändring från föregående period;2006M07;0.07
Hushållens konsumtion;Förändring från föregående period;2006M08;0.06
Hushållens konsumtion;Förändring från föregående period;2006M09;0.06
Hushållens konsumtion;Förändring från föregående period;2006M10;0.11
Hushållens konsumtion;Förändring från föregående period;2006M11;0.16
Hushållens konsumtion;Förändring från föregående period;2006M12;0.19
Hushållens konsumtion;Förändring från föregående period;2007M01;0.19
Hushållens konsumtion;Förändring från föregående period;2007M02;0.14
Hushållens konsumtion;Förändring från föregående period;2007M03;0.08
Hushållens konsumtion;Förändring från föregående period;2007M04;0.05
Hushållens konsumtion;Förändring från föregående period;2007M05;0.03
Hushållens konsumtion;Förändring från föregående period;2007M06;0.05
Hushållens konsumtion;Förändring från föregående period;2007M07;0.09
Hushållens konsumtion;Förändring från föregående period;2007M08;0.12
Hushållens konsumtion;Förändring från föregående period;2007M09;0.11
Hushållens konsumtion;Förändring från föregående period;2007M10;-0.01
Hushållens konsumtion;Förändring från föregående period;2007M11;-0.16
